Player,height,weight,born,year_start,year_end,position
DerMarr Johnson,76,183,1954,,,
Garth Joseph,86,313,1973,2001,2001,C
Dan Langhi,83,218,1977,2001,2004,F
Art Long,81,249,1972,2001,2003,F
Mark Madsen,81,238,1976,2001,2009,F
Jamaal Magloire,83,258,1978,2001,2012,C
Kenyon Martin,81,234,1977,2001,2015,F
Desmond Mason,79,223,1977,2001,2010,F
Dan McClintock,84,269,1977,2001,2001,C
Paul McPherson,76,209,1978,2001,2001,G
Stanislav Medvedenko,82,249,1979,2001,2007,F
Chris Mihm,84,265,1979,2001,2009,C
Darius Miles,81,209,1981,2001,2009,F
Mike Miller,80,216,1980,2001,2017,F
Jerome Moiso,82,234,1978,2001,2005,F
Hanno Mottola,83,247,1976,2001,2002,C
Mamadou N'Diaye,80,245,1973,,,
Lee Nailon,81,236,1975,2001,2006,F
Eduardo Najera,80,238,1976,2001,2012,F
Ira Newble,79,218,1975,2001,2008,F
Olumide Oyedeji,82,238,1981,2001,2003,C
Andy Panko,81,220,1977,2001,2001,F
Mike Penberthy,75,183,1974,2001,2002,G
Morris Peterson,79,216,1977,2001,2011,F
Chris Porter,79,216,1978,2001,2001,F
Lavor Postell,77,214,1978,2001,2003,G
Joel Przybilla,85,254,1979,2001,2013,C
Michael Redd,78,218,1979,2001,2012,G
Quentin Richardson,78,223,1980,2001,2013,G
Terrance Roberson,79,214,1976,2001,2001,F
Jamal Robinson,78,209,1955,,,
Soumaila Samake,84,229,1978,2001,2003,C
Pepe Sanchez,76,194,1977,2001,2003,G
Daniel Santiago,85,256,1976,2001,2005,C
Jabari Smith,83,249,1977,2001,2005,C
Mike Smith,82,225,1965,,,
DeShawn Stevenson,77,209,1981,2001,2013,G
Stromile Swift,81,225,1979,2001,2009,F
Dragan Tarlac,82,258,1973,2001,2001,C
Jake Tsakalidis,86,284,1979,2001,2007,C
Hedo Turkoglu,82,218,1979,2001,2015,F
David Vanterpool,77,198,1973,2001,2001,G
Jake Voskuhl,83,245,1977,2001,2009,C
Ruben Wolkowyski,82,269,1973,2001,2003,F
Wang Zhizhi,84,254,1977,2001,2005,C
Malik Allen,82,254,1978,2002,2011,F
Chris Andersen,82,245,1978,2002,2017,F
Gilbert Arenas,75,190,1982,2002,2012,G
Brandon Armstrong,77,187,1980,2002,2004,G
Carlos Arroyo,74,201,1979,2002,2011,G
Mengke Bateer,83,289,1975,2002,2004,C
Shane Battier,80,218,1978,2002,2014,F
Charlie Bell,75,198,1979,2002,2011,G
Ruben Boumtje-Boumtje,84,256,1978,2002,2004,C
Michael Bradley,82,245,1979,2002,2006,F
Jamison Brewer,76,183,1980,2002,2005,G
Primoz Brezec,86,251,1979,2002,2010,C
Damone Brown,74,174,1923,,,
Ernest Brown,84,243,1979,2002,2002,C
Kedrick Brown,79,220,1981,2002,2005,G
Kwame Brown,83,269,1982,2002,2013,F
Tierre Brown,74,187,1979,2002,2005,G
Tyson Chandler,85,238,1982,2002,2018,C
Speedy Claxton,71,165,1978,2002,2009,G
Jarron Collins,76,194,1973,,,
Jason Collins,76,194,1973,,,
Joe Crispin,72,183,1979,2002,2002,G
Eddy Curry,84,293,1982,2002,2013,C
Samuel Dalembert,83,254,1981,2002,2015,C
DeSagana Diop,84,300,1982,2002,2013,C
Predrag Drobnjak,83,269,1975,2002,2005,C
Maurice Evans,77,218,1978,2002,2012,G
Isaac Fontaine,76,209,1975,2002,2002,G
Alton Ford,73,190,1971,,,
Joseph Forte,76,192,1981,2002,2003,G
Antonis Fotsis,82,218,1981,2002,2002,F
Tremaine Fowlkes,80,218,1976,2002,2005,F
Pau Gasol,84,249,1980,2002,2018,F
Eddie Griffin,82,218,1982,2002,2007,F
Tang Hamilton,80,218,1978,2002,2002,F
Trenton Hassell,77,198,1979,2002,2010,G
Kirk Haston,81,240,1979,2002,2003,F
Brendan Haywood,84,267,1979,2002,2015,C
Steven Hunter,84,218,1981,2002,2010,C
Mike James,74,187,1975,2002,2014,G
Richard Jefferson,79,231,1980,2002,2018,F
Joe Johnson,79,198,1947,2002,2018,G
Alvin Jones,83,265,1978,2002,2002,C
Andrei Kirilenko,81,218,1981,2002,2015,F
Terence Morris,81,220,1979,2002,2006,F
Troy Murphy,83,245,1980,2002,2013,F
Dean Oliver,71,179,1978,2002,2003,G
Tony Parker,74,183,1982,2002,2018,G
Vladimir Radmanovic,82,225,1980,2002,2013,F
Zach Randolph,81,258,1981,2002,2018,F
Zeljko Rebraca,84,256,1972,2002,2006,C
Jason Richardson,78,218,1981,2002,2015,G
Norm Richardson,77,190,1979,2002,2002,G
Jeryl Sasser,78,198,1979,2002,2003,G
Kenny Satterfield,74,185,1981,2002,2003,G
Brian Scalabrine,81,240,1978,2002,2012,F
Ansu Sesay,81,225,1976,2002,2005,F
Bobby Simmons,79,209,1980,2002,2012,G
Leon Smith,82,234,1980,2002,2004,C
Will Solomon,73,183,1978,2002,2009,G
Etan Thomas,81,256,1978,2002,2011,F
Jamaal Tinsley,75,194,1978,2002,2014,G
Oscar Torres,78,209,1976,2002,2003,F
Jeff Trepagnier,76,198,1979,2002,2004,G
Ratko Varda,85,258,1979,2002,2002,C
Gerald Wallace,79,214,1982,2002,2015,F
Earl Watson,73,194,1979,2002,2014,G
Rodney White,80,209,1959,,,
Loren Woods,85,245,1978,2002,2008,F
Robert Archibald,83,249,1980,2003,2004,F
Maceo Baston,81,214,1975,2003,2009,F
Mike Batiste,80,225,1977,2003,2003,F
Lonny Baxter,80,258,1979,2003,2006,F
Carlos Boozer,81,258,1981,2003,2015,F
J.R. Bremer,81,258,1981,,,
Devin Brown,73,159,1968,,,
Pat Burke,83,249,1973,2003,2007,C
Caron Butler,79,227,1980,2003,2016,F
Rasual Butler,79,214,1979,2003,2016,F
Dan Dickau,72,190,1978,2003,2008,G
Juan Dixon,75,163,1978,2003,2009,G
Melvin Ely,82,258,1978,2003,2014,C
Reggie Evans,80,245,1980,2003,2015,F
Dan Gadzuric,83,238,1978,2003,2012,C
Manu Ginobili,78,203,1977,2003,2018,G
Gordan Giricek,78,209,1977,2003,2008,G
Drew Gooden,82,249,1981,2003,2016,F
Marcus Haislip,82,229,1980,2003,2010,F
Adam Harrington,77,198,1980,2003,2003,G
Junior Harrington,76,179,1980,2003,2007,G
Juaquin Hawkins,79,218,1973,2003,2003,G
Nene Hilario,83,249,1982,2003,2018,F
Nate Huffman,85,245,1975,2003,2003,C
Ryan Humphrey,80,234,1979,2003,2005,F
Casey Jacobsen,78,214,1981,2003,2008,G
Marko Jaric,79,196,1978,2003,2009,G
Chris Jefferies,80,225,1980,2003,2004,G
Jared Jeffries,83,229,1981,2003,2013,F
Fred Jones,76,209,1979,2003,2009,G
Sean Lampley,79,225,1979,2003,2004,F
Tito Maddox,76,190,1981,2003,2003,G
Roger Mason,77,198,1980,2003,2014,G
Yao Ming,90,309,1980,2003,2011,C
Ronald Murray,76,190,1979,2003,2010,G
Bostjan Nachbar,81,220,1980,2003,2008,F
Mehmet Okur,83,247,1979,2003,2012,C
Chris Owens,79,245,1979,2003,2003,F
Jannero Pargo,73,174,1979,2003,2015,G
Smush Parker,76,190,1981,2003,2008,G
Tayshaun Prince,81,212,1980,2003,2016,F
Igor Rakocevic,75,183,1978,2003,2003,G
Efthimi Rentzias,83,249,1976,2003,2003,C
Antoine Rigaudeau,79,209,1971,2003,2003,G
Guy Rucker,83,265,1977,2003,2003,F
Kareem Rush,78,214,1980,2003,2010,G
John Salmons,79,209,1979,2003,2015,G
Jamal Sampson,83,234,1983,2003,2007,F
Predrag Savovic,78,225,1976,2003,2003,G
Paul Shirley,82,229,1977,2003,2005,F
Tamar Slay,80,214,1980,2003,2005,G
Amar'e Stoudemire,82,245,1982,2003,2016,F
Cezary Trybanski,86,238,1979,2003,2004,C
Nikoloz Tskitishvili,84,225,1983,2003,2006,F
Dajuan Wagner,72,170,1922,,,
Jiri Welsch,79,207,1980,2003,2006,G
Chris Wilcox,82,220,1982,2003,2013,F
Mike Wilks,70,183,1979,2003,2010,G
Frank Williams,76,190,1956,,,
Jay Williams,81,238,1968,,,
Qyntel Woods,80,220,1981,2003,2006,F
Vincent Yarbrough,79,209,1981,2003,2003,G
Carmelo Anthony,80,238,1984,2004,2018,F
Marcus Banks,74,198,1981,2004,2011,G
Leandro Barbosa,75,192,1982,2004,2017,G
Matt Barnes,80,209,1952,,,
Jerome Beasley,82,236,1980,2004,2004,F
Troy Bell,73,179,1980,2004,2004,G
Steve Blake,75,172,1980,2004,2016,G
Keith Bogans,77,214,1980,2004,2014,G
Curtis Borchardt,84,238,1980,2004,2005,C
Chris Bosh,83,234,1984,2004,2016,F
Torraye Braggs,80,245,1976,2004,2005,F
Zarko Cabarkapa,83,234,1981,2004,2006,F
Matt Carroll,78,212,1980,2004,2013,G
Maurice Carter,77,209,1976,2004,2004,G
Brian Cook,81,234,1980,2004,2012,F
Omar Cook,73,190,1982,2004,2005,G
Marquis Daniels,78,198,1981,2004,2013,G
Josh Davis,74,170,1955,,,
Boris Diaw,80,249,1982,2004,2017,F
Kaniel Dickens,80,214,1978,2004,2008,F
Ronald Dupree,79,207,1981,2004,2011,F
Ndudi Ebi,81,198,1984,2004,2005,F
Francisco Elson,84,234,1976,2004,2012,C
Desmond Ferguson,79,203,1977,2004,2004,G
T.J. Ford,79,203,1977,,,
Richie Frahm,77,209,1977,2004,2008,G
Hiram Fuller,81,238,1981,2004,2004,F
Reece Gaines,78,203,1981,2004,2006,G
Alex Garcia,75,218,1980,2004,2005,G
Willie Green,76,198,1981,2004,2015,G
Ben Handlogten,82,238,1973,2004,2005,C
Travis Hansen,78,203,1978,2004,2004,G
Udonis Haslem,80,234,1980,2004,2018,F
Jarvis Hayes,79,218,1981,2004,2010,F
Kirk Hinrich,76,190,1981,2004,2016,G
Josh Howard,79,209,1980,2004,2013,F
Brandon Hunter,79,258,1980,2004,2005,F
LeBron James,80,249,1984,2004,2018,F
Britton Johnsen,82,209,1979,2004,2005,F
Linton Johnson,80,203,1980,2004,2009,F
Dahntay Jones,75,183,1976,,,
James Jones,75,179,1949,,,
Chris Kaman,84,265,1982,2004,2016,C
Jason Kapono,80,212,1981,2004,2012,F
Kyle Korver,79,212,1981,2004,2018,G
Maciej Lampe,83,273,1985,2004,2006,C
Raul Lopez,73,170,1980,2004,2005,G
Keith McLeod,74,187,1979,2004,2007,G
Darko Milicic,84,249,1985,2004,2013,F
Travis Outlaw,81,209,1984,2004,2014,F
Zaza Pachulia,83,269,1984,2004,2018,C
Sasha Pavlovic,83,269,1984,,,
Desmond Penigar,79,245,1981,2004,2004,F
Kirk Penney,77,218,1980,2004,2005,G
Kendrick Perkins,82,269,1984,2004,2016,C
Mickael Pietrus,78,214,1982,2004,2013,G
Zoran Planinic,79,194,1982,2004,2006,G
Luke Ridnour,74,174,1981,2004,2015,G
Theron Smith,80,225,1980,2004,2005,F
Darius Songaila,81,247,1978,2004,2011,F
Mike Sweetney,80,273,1982,2004,2007,F
Ime Udoka,78,214,1977,2004,2011,F
Slavko Vranes,89,273,1983,2004,2004,C
Dwyane Wade,76,218,1982,2004,2018,G
Luke Walton,80,234,1980,2004,2013,F
David West,81,249,1980,2004,2018,F
Mo Williams,80,225,1971,,,
Tony Allen,76,212,1982,2005,2018,G
Rafael Araujo,83,280,1980,2005,2007,C
Trevor Ariza,80,214,1985,2005,2018,F
Maurice Baker,73,174,1979,2005,2005,G
Andre Barrett,70,172,1982,2005,2008,G
Andris Biedrins,83,238,1986,2005,2014,C
Tony Bobbitt,76,190,1979,2005,2005,G
Matt Bonner,82,234,1980,2005,2016,F
Antonio Burks,73,198,1980,2005,2006,G
Jackie Butler,82,249,1985,2005,2007,F
Geno Carlisle,75,179,1976,2005,2005,G
Lionel Chalmers,72,179,1980,2005,2005,G
Josh Childress,80,209,1983,2005,2014,G
Nick Collison,82,254,1980,2005,2018,F
Erik Daniels,80,214,1982,2005,2005,F
Carlos Delfino,78,229,1982,2005,2013,G
Luol Deng,81,218,1985,2005,2018,F
Chris Duhon,73,183,1982,2005,2013,G
Corsley Edwards,81,273,1979,2005,2005,F
John Edwards,84,273,1981,2005,2006,C
Andre Emmett,77,229,1982,2005,2012,F
Luis Flores,74,198,1981,2005,2005,G
Matt Freije,82,238,1981,2005,2007,F
Ben Gordon,75,198,1983,2005,2015,G
Devin Harris,75,192,1983,2005,2018,G
David Harrison,84,280,1982,2005,2008,C
Dwight Howard,83,265,1985,2005,2018,C
Kris Humphries,81,234,1985,2005,2017,F
Andre Iguodala,78,214,1984,2005,2018,G
Didier Ilunga-Mbenga,78,214,1984,,,
Royal Ivey,75,198,1981,2005,2014,G
Al Jefferson,82,289,1985,2005,2018,C
Horace Jenkins,73,179,1974,2005,2005,G
Mario Kasun,85,258,1980,2005,2006,C
Viktor Khryapa,81,209,1982,2005,2008,F
Brandin Knight,70,172,1975,,,
Nenad Krstic,84,238,1983,2005,2011,C
Ibo Kutluay,78,198,1974,2005,2005,G
Shaun Livingston,79,192,1985,2005,2018,G
Kevin Martin,81,234,1977,,,
Jameer Nelson,72,190,1982,2005,2018,G
Andres Nocioni,79,225,1979,2005,2012,F
Emeka Okafor,82,251,1982,2005,2013,C
Pavel Podkolzin,89,258,1985,2005,2006,C
Peter John,89,258,1985,,,
Justin Reed,80,238,1982,2005,2007,F
Jared Reiner,83,254,1982,2005,2007,C
Bernard Robinson,78,209,1980,2005,2007,G
Quinton Ross,78,194,1981,2005,2011,G
Ha Seung-Jin,87,304,1985,2005,2006,C
Donta Smith,74,190,1920,,,
J.R. Smith,74,190,1920,,,
Josh Smith,84,234,1944,,,
Kirk Snyder,78,225,1983,2005,2008,G
Pape Sow,82,249,1981,2005,2007,F
Awvee Storey,78,220,1977,2005,2008,G
Robert Swift,84,245,1985,2005,2009,C
Yuta Tabuse,69,163,1980,2005,2005,G
Sebastian Telfair,72,163,1985,2005,2015,G
Billy Thomas,76,207,1975,2005,2008,G
James Thomas,78,214,1973,,,
Beno Udrih,75,203,1982,2005,2017,G
Anderson Varejao,82,271,1982,2005,2017,F
Jackson Vroman,82,218,1981,2005,2006,F
Sasha Vujacic,79,194,1984,2005,2017,G
Delonte West,76,179,1983,2005,2012,G
Damien Wilkins,82,218,1960,,,
Dorell Wright,81,203,1985,2005,2015,F
Alex Acker,77,183,1983,2006,2009,G
Alan Anderson,78,218,1982,2006,2017,G
Martynas Andriuskevicius,86,238,1986,2006,2006,C
Earl Barron,84,249,1981,2006,2015,C
Eddie Basden,77,214,1983,2006,2006,G
Brandon Bass,80,249,1985,2006,2017,F
Esteban Batista,82,269,1983,2006,2007,F
Andray Blatche,83,234,1986,2006,2014,F
Andrew Bogut,84,258,1984,2006,2018,C
Kevin Burleson,75,203,1979,2006,2006,G
Andrew Bynum,84,284,1987,2006,2014,C
Will Bynum,72,183,1983,2006,2015,G
Jose Calderon,75,198,1981,2006,2018,G
Travis Diener,73,174,1982,2006,2010,G
Ike Diogu,80,249,1983,2006,2012,F
Monta Ellis,75,183,1985,2006,2017,G
Daniel Ewing,75,183,1983,2006,2007,G
Noel Felix,81,225,1981,2006,2006,F
Raymond Felton,73,203,1984,2006,2018,G
Gerald Fitch,75,187,1982,2006,2006,G
Sharrod Ford,79,209,1972,,,
Channing Frye,83,254,1983,2006,2018,C
Deng Gai,81,249,1982,2006,2006,F
Francisco Garcia,79,194,1981,2006,2015,F
Ryan Gomes,79,249,1982,2006,2014,F
Joey Graham,79,225,1982,2006,2011,F
Stephen Graham,78,214,1982,2006,2011,G
Danny Granger,81,220,1983,2006,2015,F
Devin Green,79,209,1982,2006,2006,G
Gerald Green,79,203,1986,2006,2017,G
Orien Greene,76,207,1982,2006,2011,G
Anthony Grundy,75,179,1979,2006,2006,G
Chuck Hayes,78,238,1983,2006,2016,F
Luther Head,75,183,1982,2006,2011,G
Julius Hodge,79,209,1983,2006,2007,G
Randy Holcomb,81,225,1979,2006,2006,F
Jarrett Jack,75,198,1983,2006,2018,G
Sarunas Jasikevicius,76,194,1976,2006,2007,G
Amir Johnson,81,238,1987,2006,2018,F
Dwayne Jones,82,209,1952,,,
Linas Kleiza,80,245,1985,2006,2013,F
Yaroslav Korolev,81,203,1987,2006,2007,F
David Lee,79,225,1942,,,
Arvydas Macijauskas,76,214,1980,2006,2006,G
Rawle Marshall,81,190,1982,2006,2007,G
Jason Maxiell,79,258,1983,2006,2015,F
Sean May,81,265,1984,2006,2010,F
Rashad McCants,76,205,1984,2006,2009,G
Aaron Miles,73,174,1983,2006,2006,G
C.J. Miles,73,174,1983,,,
Sergei Monia,80,218,1983,2006,2006,F
Boniface N'Dong,84,196,1977,2006,2006,C
Fabricio Oberto,82,245,1975,2006,2011,C
Andre Owens,76,198,1980,2006,2008,G
Chris Paul,72,174,1985,2006,2018,G
Johan Petro,84,247,1986,2006,2013,C
Josh Powell,81,225,1983,2006,2014,F
Ronnie Price,74,190,1983,2006,2017,G
Shavlik Randolph,82,238,1983,2006,2015,F
Anthony Roberson,77,183,1955,,,
Lawrence Roberts,81,238,1982,2006,2007,F
Nate Robinson,69,179,1984,2006,2016,G
Melvin Sanders,77,209,1981,2006,2006,G
Alex Scales,76,183,1978,2006,2006,G
Luke Schenscher,85,254,1982,2006,2007,C
Wayne Simien,81,254,1983,2006,2007,F
James Singleton,80,214,1981,2006,2012,F
Salim Stoudamire,73,179,1982,2006,2008,G
Chris Taft,82,258,1985,2006,2006,F
Donell Taylor,78,179,1982,2006,2007,G
Dijon Thompson,79,194,1983,2006,2007,G
Ronny Turiaf,82,247,1983,2006,2015,F
Charlie Villanueva,83,231,1984,2006,2016,F
Von Wafer,77,209,1985,2006,2012,G
Matt Walsh,78,203,1982,2006,2006,G
Hakim Warrick,81,218,1982,2006,2013,F
Martell Webster,85,225,1952,,,
Robert Whaley,82,258,1982,2006,2006,C
Deron Williams,75,198,1984,2006,2017,G
Lou Williams,81,198,1969,,,
Marvin Williams,73,196,1982,,,
Antoine Wright,79,209,1984,2006,2011,G
Bracey Wright,83,225,1962,,,
Derrick Zimmerman,75,194,1981,2006,2006,G
Hassan Adams,76,218,1984,2007,2009,G
Maurice Ager,77,201,1984,2007,2011,G
LaMarcus Aldridge,83,258,1985,2007,2018,F
Lou Amundson,81,218,1982,2007,2016,F
Hilton Armstrong,83,234,1984,2007,2014,F
James Augustine,82,234,1984,2007,2008,F
Kelenna Azubuike,77,218,1983,2007,2012,G
Renaldo Balkman,80,207,1984,2007,2012,F
J.J. Barea,80,207,1984,,,
Andrea Bargnani,84,245,1985,2007,2016,F
Will Blalock,72,203,1983,2007,2007,G
Josh Boone,82,236,1984,2007,2010,F
Cedric Bozeman,78,205,1983,2007,2007,G
Ronnie Brewer,76,179,1955,,,
Andre Brown,81,245,1981,2007,2009,F
Shannon Brown,76,203,1985,2007,2015,G
Rodney Carney,79,203,1984,2007,2011,F
Mardy Collins,78,218,1984,2007,2010,G
Will Conroy,74,194,1982,2007,2013,G
Paul Davis,83,269,1984,2007,2010,C
Yakhouba Diawara,79,225,1982,2007,2010,G
Quincy Douby,75,174,1984,2007,2009,G
Jordan Farmar,74,179,1986,2007,2017,G
Desmon Farmer,77,218,1981,2007,2009,G
Randy Foye,76,212,1983,2007,2017,G
Jorge Garbajosa,81,245,1977,2007,2008,F
Rudy Gay,80,229,1986,2007,2018,F
Mickael Gelabale,79,214,1983,2007,2013,F
Daniel Gibson,74,190,1986,2007,2013,G
Andreas Glyniadakis,85,280,1981,2007,2007,C
Lynn Greer,74,174,1979,2007,2007,G
Mike Hall,80,229,1984,2007,2007,F
Walter Herrmann,81,225,1979,2007,2009,F
Robert Hite,74,183,1984,2007,2007,G
Ryan Hollins,84,238,1984,2007,2016,C
Mile Ilic,85,229,1984,2007,2007,C
Ersan Ilyasova,82,234,1987,2007,2018,F
Alexander Johnson,81,238,1983,2007,2008,F
Solomon Jones,82,229,1984,2007,2014,F
Tarence Kinsey,78,183,1984,2007,2009,G
James Lang,82,284,1983,2007,2007,C
Kyle Lowry,72,203,1986,2007,2018,G
Renaldo Major,79,198,1982,2007,2007,F
Damir Markota,82,225,1985,2007,2007,C
Chris McCray,77,192,1984,2007,2007,G
Ivan McFarlin,80,238,1982,2007,2007,F
Pops Mensah-Bonsu,81,238,1983,2007,2011,F
Paul Millsap,80,245,1985,2007,2018,F
Randolph Morris,82,265,1986,2007,2010,C
Adam Morrison,80,203,1984,2007,2010,F
David Noel,78,229,1984,2007,2007,F
Steve Novak,82,225,1983,2007,2017,F
Patrick O'Bryant,84,258,1986,2007,2010,C
Kevinn Pinkney,82,245,1983,2007,2007,F
Leon Powe,80,238,1984,2007,2011,F
Roger Powell,78,234,1983,2007,2007,F
Chris Quinn,74,183,1983,2007,2013,G
Allan Ray,74,190,1984,2007,2007,G
J.J. Redick,74,190,1984,,,
Jeremy Richardson,78,183,1984,2007,2009,G
Sergio Rodriguez,75,174,1986,2007,2017,G
Rajon Rondo,73,185,1986,2007,2018,G
Brandon Roy,78,214,1984,2007,2013,G
Thabo Sefolosha,79,218,1984,2007,2018,G
Mouhamed Sene,79,218,1984,,,
Cedric Simmons,81,234,1986,2007,2009,F
Uros Slokar,82,236,1983,2007,2007,F
Craig Smith,79,249,1983,2007,2012,F
Steven Smith,79,198,1969,,,
Vassilis Spanoulis,76,194,1982,2007,2007,G
Tyrus Thomas,81,214,1986,2007,2015,F
P.J. Tucker,81,214,1986,,,
Marcus Vinicius,81,214,1986,,,
James White,81,289,1976,,,
Justin Williams,82,225,1984,2007,2008,F
Marcus Williams,73,196,1982,,,
Shawne Williams,73,201,1975,,,
Shelden Williams,73,201,1975,,,
Arron Afflalo,77,209,1985,2008,2018,G
Blake Ahearn,74,190,1984,2008,2012,G
Lance Allred,83,249,1981,2008,2008,C
Morris Almond,78,225,1985,2008,2012,G
Joel Anthony,81,245,1982,2008,2017,C
Marco Belinelli,77,209,1986,2008,2018,G
Corey Brewer,81,185,1986,2008,2018,F
Aaron Brooks,72,161,1985,2008,2018,G
Wilson Chandler,80,225,1987,2008,2018,F
Mike Conley,73,174,1987,2008,2018,G
Daequan Cook,75,183,1958,,,
Javaris Crittenton,77,198,1987,2008,2009,G
Jermareo Davidson,82,229,1984,2008,2009,F
Glen Davis,81,289,1986,2008,2015,F
Guillermo Diaz,74,192,1985,2008,2008,G
Jared Dudley,79,225,1985,2008,2018,F
Kevin Durant,81,238,1988,2008,2018,F
Nick Fazekas,83,234,1985,2008,2008,F
Kyrylo Fesenko,85,287,1986,2008,2012,C
Thomas Gardner,77,225,1985,2008,2009,G
Marcin Gortat,83,238,1984,2008,2018,C
Aaron Gray,84,269,1984,2008,2014,C
Jeff Green,77,194,1941,,,
Taurean Green,72,176,1986,2008,2008,G
Mike Harris,78,238,1983,2008,2014,F
Spencer Hawes,85,245,1988,2008,2017,C
Al Horford,82,245,1986,2008,2018,C
Yi Jianlian,84,238,1987,2008,2012,F
Coby Karl,77,214,1983,2008,2010,G
Carl Landry,81,247,1983,2008,2016,F
Keith Langford,76,214,1983,2008,2008,G
Stephane Lasme,80,214,1982,2008,2008,F
Acie Law,75,194,1985,2008,2011,G
Ian Mahinmi,83,249,1986,2008,2018,C
Dominic McGuire,81,218,1985,2008,2013,F
Josh McRoberts,82,238,1987,2008,2017,F
Jamario Moon,80,203,1980,2008,2012,F
Juan Carlos,80,203,1980,,,
Demetris Nichols,80,214,1984,2008,2009,F
Joakim Noah,83,229,1985,2008,2018,C
Oleksiy Pecherov,84,231,1985,2008,2010,C
Kosta Perovic,86,238,1985,2008,2008,C
Kasib Powell,79,214,1981,2008,2008,F
Gabe Pruitt,76,170,1986,2008,2009,G
Chris Richard,81,269,1984,2008,2010,F
Cheikh Samb,85,245,1984,2008,2009,C
Luis Scola,81,238,1980,2008,2017,F
Ramon Sessions,75,190,1986,2008,2018,G
Courtney Sims,82,245,1983,2008,2009,C
Jason Smith,83,249,1977,,,
D.J. Strawberry,83,249,1977,,,
Rodney Stuckey,77,209,1986,2008,2017,G
Al Thornton,80,218,1983,2008,2011,F
Alando Tucker,80,190,1943,,,
Darius Washington,74,194,1985,2008,2008,G
Darryl Watkins,83,258,1984,2008,2012,C
C.J. Watson,83,258,1984,,,
Mario West,82,229,1960,,,
Sean Williams,82,234,1986,2008,2012,C
Brandan Wright,83,225,1962,,,
Julian Wright,80,225,1987,2008,2011,F
Nick Young,79,209,1985,2008,2018,G
Thaddeus Young,80,220,1988,2008,2018,F
Alexis Ajinca,86,247,1988,2009,2017,C
Joe Alexander,80,229,1986,2009,2010,F
Ryan Anderson,82,238,1988,2009,2018,F
Darrell Arthur,81,234,1988,2009,2018,F
D.J. Augustin,81,234,1988,,,
Nicolas Batum,80,198,1988,2009,2018,F
Jerryd Bayless,75,198,1988,2009,2018,G
Michael Beasley,81,234,1989,2009,2018,F
Bobby Brown,76,203,1923,,,
Mario Chalmers,74,190,1986,2009,2018,G
Joe Crawford,77,209,1986,2009,2009,F
Joey Dorsey,80,267,1983,2009,2015,F
Chris Douglas-Roberts,79,198,1987,2009,2015,G
Goran Dragic,75,190,1986,2009,2018,G
Rudy Fernandez,78,183,1985,2009,2012,G
Danilo Gallinari,82,225,1988,2009,2018,F
Marc Gasol,85,254,1985,2009,2018,C
J.R. Giddens,85,254,1985,,,
Eric Gordon,76,214,1988,2009,2018,G
Donte Greene,83,225,1988,2009,2012,F
Hamed Haddadi,86,254,1985,2009,2013,C
Malik Hairston,78,218,1987,2009,2010,G
Roy Hibbert,86,269,1986,2009,2017,C
J.J. Hickson,86,269,1986,,,
George Hill,75,187,1986,2009,2018,G
Steven Hill,84,247,1985,2009,2009,C
Othello Hunter,80,225,1986,2009,2010,F
Darnell Jackson,81,251,1985,2009,2011,F
Nathan Jawai,82,280,1986,2009,2010,C
Dontell Jefferson,77,194,1983,2009,2009,G
Trey Johnson,77,216,1984,2009,2012,G
DeAndre Jordan,83,265,1988,2009,2018,C
Kosta Koufos,84,265,1989,2009,2018,C
Rob Kurz,81,231,1985,2009,2009,F
Courtney Lee,77,198,1985,2009,2018,G
Brook Lopez,84,273,1988,2009,2018,C
Robin Lopez,84,254,1988,2009,2018,C
Kevin Love,82,249,1988,2009,2018,F
Cartier Martin,79,218,1984,2009,2015,F
O.J. Mayo,79,218,1984,,,
Luc Mbah,79,218,1984,,,
JaVale McGee,84,269,1988,2009,2018,C
Anthony Morrow,77,209,1985,2009,2017,G
DeMarcus Nelson,76,198,1985,2009,2009,G
Greg Oden,84,249,1988,2009,2014,C
Anthony Randolph,82,203,1989,2009,2014,F
Derrick Rose,75,190,1988,2009,2018,G
Brandon Rush,78,218,1985,2009,2017,G
Walter Sharpe,81,245,1986,2009,2009,F
Sean Singletary,72,183,1985,2009,2009,G
Marreese Speights,82,254,1987,2009,2018,C
Mike Taylor,74,163,1986,2009,2009,G
Jason Thompson,73,183,1946,,,
Anthony Tolliver,80,238,1985,2009,2018,F
Roko Ukic,77,183,1984,2009,2010,G
Henry Walker,77,183,1984,,,
Kyle Weaver,78,201,1986,2009,2011,G
Sonny Weems,78,203,1986,2009,2016,G
Russell Westbrook,75,198,1988,2009,2018,G
D.J. White,75,198,1988,,,
Jawad Williams,81,238,1968,2009,2011,F
Sun Yue,81,203,1985,2009,2009,G
David Andersen,82,229,1943,,,
Antonio Anderson,74,183,1945,,,
Jeff Ayres,74,183,1945,,,
Rodrigue Beaubois,72,170,1988,2010,2013,G
DeJuan Blair,79,269,1989,2010,2016,F
Jon Brockman,79,254,1987,2010,2012,F
Derrick Brown,73,159,1968,,,
Chase Budinger,79,207,1988,2010,2016,F
DeMarre Carroll,80,214,1986,2010,2018,F
Omri Casspi,81,225,1988,2010,2018,F
Earl Clark,82,225,1988,2010,2015,F
Darren Collison,72,174,1987,2010,2018,G
