name,year_start,year_end,position,height,height(inches),weight,birth_date,college
Torgeir Bryn,1990,1990,C,9-Jun,81,250,8-Aug-64,Texas State University
Steve Bucknall,1990,1990,G,6-Jun,78,215,17-Mar-66,University of North Carolina
Greg Buckner,2000,2009,G,4-Jun,76,210,16-Sep-76,Clemson University
Chase Budinger,2010,2016,F,7-Jun,79,209,22-May-88,University of Arizona
Jud Buechler,1991,2002,F,6-Jun,78,220,19-Jun-68,University of Arizona
Rodney Buford,2000,2005,G,5-Jun,77,189,2-Nov-77,Creighton University
Matt Bullard,1991,2002,F,10-Jun,82,215,5-Jun-67,University of Iowa
Reggie Bullock,2014,2018,G,7-Jun,79,205,16-Mar-91,University of North Carolina
Pat Burke,2003,2007,C,11-Jun,83,250,14-Dec-73,Auburn University
Trey Burke,2014,2017,G,1-Jun,73,191,12-Nov-92,University of Michigan
Roger Burkman,1982,1982,G,5-Jun,77,175,22-May-58,University of Louisville
Alec Burks,2012,2018,G,6-Jun,78,214,20-Jul-91,University of Colorado
Antonio Burks,2005,2006,G,1-Jun,73,200,25-Feb-80,University of Memphis
Kevin Burleson,2006,2006,G,3-Jun,75,205,9-Apr-79,University of Minnesota
David Burns,1982,1982,G,2-Jun,74,180,3-Jul-58,Saint Louis University
Evers Burns,1994,1994,F,8-Jun,80,260,24-Aug-71,University of Maryland
Scott Burrell,1994,2001,G,7-Jun,79,218,12-Jan-71,University of Connecticut
Junior Burrough,1996,1996,F,8-Jun,80,242,18-Jan-73,University of Virginia
Willie Burton,1991,1999,F,8-Jun,80,210,26-May-68,University of Minnesota
Steve Burtt,1985,1993,G,2-Jun,74,185,5-Nov-62,Iona College
Caron Butler,2003,2016,F,7-Jun,79,228,13-Mar-80,University of Connecticut
Greg Butler,1989,1991,C,11-Jun,83,240,11-Mar-66,Stanford University
Jackie Butler,2005,2007,F,10-Jun,82,250,10-Mar-85,
Jimmy Butler,2012,2018,F,8-Jun,80,236,14-Sep-89,Marquette University
Mitchell Butler,1994,2004,G,5-Jun,77,210,15-Dec-70,"University of California, Los Angeles"
Rasual Butler,2003,2016,F,7-Jun,79,215,23-May-79,La Salle University
Dwight Buycks,2014,2015,G,3-Jun,75,190,6-Mar-89,Marquette University
Derrick Byars,2012,2012,F,7-Jun,79,220,25-Apr-84,Vanderbilt University
Andrew Bynum,2006,2014,C,Jul-00,84,285,27-Oct-87,
Will Bynum,2006,2015,G,Jun-00,72,185,4-Jan-83,Georgia Institute of Technology
Zarko Cabarkapa,2004,2006,F,11-Jun,83,235,21-May-81,
Bruno Caboclo,2015,2018,F,9-Jun,81,218,21-Sep-95,
Jason Caffey,1996,2003,F,8-Jun,80,255,12-Jun-73,University of Alabama
Michael Cage,1985,2000,F,9-Jun,81,224,28-Jan-62,San Diego State University
Nick Calathes,2014,2015,G,6-Jun,78,213,7-Feb-89,University of Florida
Jose Calderon,2006,2018,G,3-Jun,75,200,28-Sep-81,
Adrian Caldwell,1990,1998,F,8-Jun,80,265,4-Jul-66,Lamar University
Kentavious Caldwell-Pope,2014,2018,G,5-Jun,77,205,18-Feb-93,University of Georgia
Demetrius Calip,1992,1992,G,1-Jun,73,165,18-Nov-69,University of Michigan
Rick Calloway,1991,1991,F,6-Jun,78,180,12-Dec-66,University of Kansas
Dexter Cambridge,1993,1993,F,7-Jun,79,224,29-Jan-70,University of Texas at Austin
Marcus Camby,1997,2013,C,11-Jun,83,220,22-Mar-74,University of Massachusetts Amherst
Elden Campbell,1991,2005,C,11-Jun,83,215,23-Jul-68,Clemson University
Tony Campbell,1985,1995,F,7-Jun,79,215,7-May-62,Ohio State University
Isaiah Canaan,2014,2018,G,Jun-00,72,201,21-May-91,Murray State University
Clint Capela,2015,2018,C,10-Jun,82,240,18-May-94,
Derrick Caracter,2011,2011,F,9-Jun,81,275,4-May-88,University of Texas at El Paso
Brian Cardinal,2001,2012,F,8-Jun,80,245,2-May-77,Purdue University
Geno Carlisle,2005,2005,G,3-Jun,75,180,13-Aug-76,University of California
Rick Carlisle,1985,1990,G,5-Jun,77,210,27-Oct-59,University of Virginia
Rodney Carney,2007,2011,F,7-Jun,79,205,15-Apr-84,University of Memphis
Antoine Carr,1985,2000,F,9-Jun,81,225,23-Jul-61,Wichita State University
Chris Carr,1996,2001,G,5-Jun,77,207,12-Mar-74,Southern Illinois University
Cory Carr,1999,1999,G,3-Jun,75,210,5-Dec-75,Texas Tech University
DeMarre Carroll,2010,2018,F,8-Jun,80,215,27-Jul-86,University of Missouri
Joe Barry Carroll,1981,1991,C,Jul-00,84,225,24-Jul-58,Purdue University
Matt Carroll,2004,2013,G,6-Jun,78,212,28-Aug-80,University of Notre Dame
Jimmy Carruth,1997,1997,C,10-Jun,82,265,4-Nov-69,Virginia Polytechnic Institute and State University
Anthony Carter,2000,2012,G,1-Jun,73,190,16-Jun-75,University of Hawaii
Butch Carter,1981,1986,G,5-Jun,77,180,11-Jun-58,Indiana University
Howard Carter,1984,1985,G,5-Jun,77,215,26-Oct-61,Louisiana State University
Maurice Carter,2004,2004,G,5-Jun,77,210,12-Oct-76,Louisiana State University
Reggie Carter,1981,1982,G,3-Jun,75,175,10-Oct-57,St. John's University
Vince Carter,1999,2018,G,6-Jun,78,220,26-Jan-77,University of North Carolina
Michael Carter-Williams,2014,2018,G,6-Jun,78,190,10-Oct-91,Syracuse University
Bill Cartwright,1980,1995,C,1-Jul,85,245,30-Jul-57,University of San Francisco
Alex Caruso,2018,2018,G,5-Jun,77,186,28-Feb-94,Texas A&M University
Sam Cassell,1994,2008,G,3-Jun,75,185,18-Nov-69,Florida State University
Omri Casspi,2010,2018,F,9-Jun,81,225,22-Jun-88,
Terry Catledge,1986,1993,F,8-Jun,80,220,22-Aug-63,University of South Alabama
Kelvin Cato,1998,2007,C,11-Jun,83,255,26-Aug-74,Iowa State University
Bobby Cattage,1982,1986,F,9-Jun,81,250,17-Aug-58,Auburn University
Willie Cauley-Stein,2016,2018,F,Jul-00,84,240,18-Aug-93,University of Kentucky
Duane Causwell,1991,2001,C,Jul-00,84,240,31-May-68,Temple University
Tyler Cavanaugh,2018,2018,F,9-Jun,81,239,9-Feb-94,George Washington University
Ron Cavenall,1985,1989,C,1-Jul,85,230,30-Apr-59,Texas Southern University
Cedric Ceballos,1991,2001,F,6-Jun,78,190,2-Aug-69,"California State University, Fullerton"
John Celestand,2000,2000,G,4-Jun,76,178,6-Mar-77,Villanova University
Lionel Chalmers,2005,2005,G,Jun-00,72,180,10-Nov-80,Xavier University
Mario Chalmers,2009,2018,G,2-Jun,74,190,19-May-86,University of Kansas
Tom Chambers,1982,1998,F,10-Jun,82,220,21-Jun-59,University of Utah
Mike Champion,1989,1989,F,10-Jun,82,230,5-Apr-64,Gonzaga University
Tyson Chandler,2002,2018,C,1-Jul,85,240,2-Oct-82,
Wilson Chandler,2008,2018,F,8-Jun,80,225,10-May-87,DePaul University
Rex Chapman,1989,2000,G,4-Jun,76,185,5-Oct-67,University of Kentucky
Lorenzo Charles,1986,1986,F,7-Jun,79,225,25-Nov-63,North Carolina State University
Calbert Cheaney,1994,2006,G,7-Jun,79,209,17-Jul-71,Indiana University
Will Cherry,2015,2015,G,Jun-00,72,185,8-Feb-91,University of Montana
Derrick Chievous,1989,1991,F,7-Jun,79,195,3-Jul-67,University of Missouri
Pete Chilcutt,1992,2000,F,10-Jun,82,230,14-Sep-68,University of North Carolina
Josh Childress,2005,2014,G,8-Jun,80,210,20-Jun-83,Stanford University
Randolph Childress,1996,1997,G,2-Jun,74,188,21-Sep-72,Wake Forest University
Chris Childs,1995,2003,G,3-Jun,75,195,20-Nov-67,Boise State University
Marquese Chriss,2017,2018,F,10-Jun,82,233,2-Jul-97,University of Washington
Doug Christie,1993,2007,G,6-Jun,78,200,9-May-70,Pepperdine University
Dionte Christmas,2014,2014,G,5-Jun,77,205,15-Sep-86,Temple University
Rakeem Christmas,2016,2017,F,9-Jun,81,250,1-Dec-91,Syracuse University
Semaj Christon,2017,2017,G,3-Jun,75,190,1-Nov-92,Xavier University
Patrick Christopher,2015,2015,G,5-Jun,77,209,3-Jun-88,University of California
Robert Churchwell,1996,1996,G,6-Jun,78,195,20-Feb-72,Georgetown University
Carlos Clark,1984,1985,G,4-Jun,76,210,10-Aug-60,University of Mississippi
Earl Clark,2010,2015,F,10-Jun,82,225,17-Jan-88,University of Louisville
Ian Clark,2014,2018,G,3-Jun,75,175,7-Mar-91,Belmont University
Keon Clark,1999,2004,F,11-Jun,83,220,16-Apr-75,"University of Nevada, Las Vegas"
Coty Clarke,2016,2016,F,7-Jun,79,232,4-Jul-92,University of Arkansas
Jordan Clarkson,2015,2018,G,5-Jun,77,194,7-Jun-92,University of Missouri
Gian Clavell,2018,2018,G,4-Jun,76,185,26-Nov-93,Colorado State University
Victor Claver,2013,2015,F,9-Jun,81,224,30-Aug-88,
Charles Claxton,1996,1996,C,Jul-00,84,265,13-Dec-70,University of Georgia
Speedy Claxton,2002,2009,G,11-May,71,166,8-May-78,Hofstra University
Mateen Cleaves,2001,2006,G,2-Jun,74,205,7-Sep-77,Michigan State University
Antonius Cleveland,2018,2018,G,6-Jun,78,195,2-Feb-94,Southeast Missouri State University
Keith Closs,1998,2000,C,3-Jul,87,212,3-Apr-76,Central Connecticut State University
Richard Coffey,1991,1991,F,6-Jun,78,212,2-Sep-65,University of Minnesota
Fred Cofield,1986,1987,G,3-Jun,75,190,4-Jan-62,Eastern Michigan University
John Coker,1996,2001,C,Jul-00,84,253,28-Oct-71,Boise State University
Norris Cole,2012,2017,G,2-Jun,74,175,13-Oct-88,Cleveland State University
Ben Coleman,1987,1994,F,9-Jun,81,235,14-Nov-61,University of Maryland
Derrick Coleman,1991,2005,F,10-Jun,82,230,21-Jun-67,Syracuse University
Norris Coleman,1988,1988,F,8-Jun,80,210,27-Sep-61,Kansas State University
Bimbo Coles,1991,2004,G,1-Jun,73,180,22-Apr-68,Virginia Polytechnic Institute and State University
Jason Collier,2001,2005,C,Jul-00,84,260,8-Sep-77,Georgia Institute of Technology
Art Collins,1981,1981,G,4-Jun,76,185,14-Apr-54,St. Thomas University
Don Collins,1981,1987,F,6-Jun,78,190,28-Nov-58,Washington State University
James Collins,1998,1998,G,4-Jun,76,196,5-Nov-73,Florida State University
Jarron Collins,2002,2011,F,11-Jun,83,255,2-Dec-78,Stanford University
Jason Collins,2002,2014,C,Jul-00,84,255,2-Dec-78,Stanford University
John Collins,2018,2018,F,10-Jun,82,235,23-Sep-97,Wake Forest University
Mardy Collins,2007,2010,G,6-Jun,78,220,4-Aug-84,Temple University
Sherron Collins,2011,2011,G,11-May,71,205,18-Mar-87,University of Kansas
Zach Collins,2018,2018,C,Jul-00,84,232,19-Nov-97,Gonzaga University
Kyle Collinsworth,2018,2018,G,6-Jun,78,210,3-Oct-91,Brigham Young University
Darren Collison,2010,2018,G,Jun-00,72,175,23-Aug-87,"University of California, Los Angeles"
Nick Collison,2005,2018,F,10-Jun,82,255,26-Oct-80,University of Kansas
Sean Colson,2001,2001,G,Jun-00,72,175,1-Jul-75,University of North Carolina at Charlotte
Steve Colter,1985,1995,G,3-Jun,75,165,24-Jul-62,New Mexico State University
Leroy Combs,1984,1984,F,8-Jun,80,210,1-Jan-61,Oklahoma State University
Dallas Comegys,1988,1989,F,9-Jun,81,205,17-Aug-64,DePaul University
Mike Conley,2008,2018,G,1-Jun,73,175,11-Oct-87,Ohio State University
Marty Conlon,1992,2000,F,10-Jun,82,224,19-Jan-68,Providence College
Pat Connaughton,2016,2018,G,5-Jun,77,206,6-Jan-93,University of Notre Dame
Lester Conner,1983,1995,G,4-Jun,76,180,17-Sep-59,Oregon State University
Will Conroy,2007,2013,G,2-Jun,74,195,8-Dec-82,University of Washington
Anthony Cook,1991,1996,F,9-Jun,81,205,19-Mar-67,University of Arizona
Brian Cook,2004,2012,F,9-Jun,81,234,4-Dec-80,University of Illinois at Urbana-Champaign
Daequan Cook,2008,2013,G,5-Jun,77,205,28-Apr-87,Ohio State University
Darwin Cook,1981,1989,G,3-Jun,75,184,6-Aug-58,University of Portland
Jeff Cook,1980,1988,F,10-Jun,82,215,21-Oct-56,Idaho State University
Omar Cook,2004,2005,G,1-Jun,73,190,28-Jan-82,St. John's University
Quinn Cook,2017,2018,G,2-Jun,74,184,23-Mar-93,Duke University
Charles Cooke,2018,2018,G,5-Jun,77,196,1-Jul-94,University of Dayton
David Cooke,1986,1986,F,8-Jun,80,230,27-Sep-63,Saint Mary's College of California
Jack Cooley,2015,2018,F,9-Jun,81,260,4-Apr-91,University of Notre Dame
Duane Cooper,1993,1994,G,1-Jun,73,185,25-Jun-69,University of Southern California
Joe Cooper,1982,1985,C,10-Jun,82,230,1-Sep-57,University of Colorado
Tom Copa,1992,1992,C,10-Jun,82,275,30-Oct-64,Marquette University
Chris Copeland,2013,2016,F,9-Jun,81,239,17-Mar-84,University of Colorado
Hollis Copeland,1980,1982,F,6-Jun,78,180,20-Dec-55,Rutgers University
Lanard Copeland,1990,1992,G,6-Jun,78,190,16-Jul-65,Georgia State University
Tyrone Corbin,1986,2001,G,6-Jun,78,210,31-Dec-62,DePaul University
Chris Corchiani,1992,1994,G,Jun-00,72,185,28-Mar-68,North Carolina State University
Matt Costello,2018,2018,F,9-Jun,81,245,5-Aug-93,Michigan State University
Bryce Cotton,2015,2016,G,1-Jun,73,165,11-Aug-92,Providence College
James Cotton,1998,1999,G,5-Jun,77,220,14-Dec-75,"California State University, Long Beach"
John Coughran,1980,1980,F,7-Jun,79,225,12-Sep-51,University of California
Joe Courtney,1993,1997,F,8-Jun,80,235,17-Oct-69,University of Southern Mississippi
Marcus Cousin,2011,2011,C,11-Jun,83,245,18-Dec-86,University of Houston
DeMarcus Cousins,2011,2018,C,11-Jun,83,270,13-Aug-90,University of Kentucky
Robert Covington,2014,2018,F,9-Jun,81,215,14-Dec-90,Tennessee State University
Chubby Cox,1983,1983,G,2-Jun,74,180,29-Dec-55,University of San Francisco
Allen Crabbe,2014,2018,G,6-Jun,78,210,9-Apr-92,University of California
Torrey Craig,2018,2018,G,6-Jun,78,215,19-Dec-90,University of South Carolina Upstate
Chris Crawford,1998,2004,F,9-Jun,81,235,13-May-75,Marquette University
Jamal Crawford,2001,2018,G,5-Jun,77,200,20-Mar-80,University of Michigan
Joe Crawford,2009,2009,F,5-Jun,77,210,17-Jun-86,University of Kentucky
Jordan Crawford,2011,2018,G,4-Jun,76,195,23-Oct-88,Xavier University
Ron Crevier,1986,1986,C,Jul-00,84,235,14-Apr-58,Boston College
Joe Crispin,2002,2002,G,Jun-00,72,185,18-Jul-79,Pennsylvania State University
Winston Crite,1988,1989,F,7-Jun,79,233,20-Jun-65,Texas A&M University
Javaris Crittenton,2008,2009,G,5-Jun,77,200,31-Dec-87,Georgia Institute of Technology
Terry Crosby,1980,1980,G,4-Jun,76,195,4-Jan-57,University of Tennessee
Austin Croshere,1998,2009,F,9-Jun,81,235,1-May-75,Providence College
Jeff Cross,1986,1986,F,10-Jun,82,240,1-Sep-61,University of Maine
Russell Cross,1984,1984,C,10-Jun,82,215,5-Sep-61,Purdue University
John Crotty,1993,2003,G,1-Jun,73,185,15-Jul-69,University of Virginia
Corey Crowder,1992,1995,G,5-Jun,77,214,13-Apr-69,Kentucky Wesleyan College
Jae Crowder,2013,2018,F,6-Jun,78,235,6-Jul-90,Marquette University
Pat Cummings,1980,1991,F,9-Jun,81,230,11-Jul-56,University of Cincinnati
Terry Cummings,1983,2000,F,9-Jun,81,220,15-Mar-61,DePaul University
Vonteego Cummings,2000,2002,G,3-Jun,75,185,29-Feb-76,University of Pittsburgh
Dante Cunningham,2010,2018,F,8-Jun,80,230,22-Apr-87,Villanova University
Jared Cunningham,2013,2016,G,4-Jun,76,195,22-May-91,Oregon State University
William Cunningham,1998,1999,C,11-Jun,83,250,25-Mar-74,Temple University
Radisav Curcic,1993,1993,C,10-Jun,82,275,26-Sep-65,
Earl Cureton,1981,1997,F,9-Jun,81,210,3-Sep-57,University of Detroit Mercy
Bill Curley,1995,2001,F,9-Jun,81,220,29-May-72,Boston College
Dell Curry,1987,2002,G,4-Jun,76,190,25-Jun-64,Virginia Polytechnic Institute and State University
Eddy Curry,2002,2013,C,Jul-00,84,295,5-Dec-82,
JamesOn Curry,2010,2010,G,3-Jun,75,190,7-Jan-86,Oklahoma State University
Michael Curry,1994,2005,F,5-Jun,77,210,22-Aug-68,Georgia Southern University
Seth Curry,2014,2017,G,2-Jun,74,185,23-Aug-90,Duke University
Stephen Curry,2010,2018,G,3-Jun,75,190,14-Mar-88,Davidson College
Rastko Cvetkovic,1996,1996,C,1-Jul,85,260,22-Jun-70,
Quintin Dailey,1983,1992,G,3-Jun,75,180,22-Jan-61,University of San Francisco
Samuel Dalembert,2002,2015,C,11-Jun,83,255,10-May-81,Seton Hall University
Erick Dampier,1997,2012,C,11-Jun,83,265,14-Jul-75,Mississippi State University
Antonio Daniels,1998,2011,G,4-Jun,76,195,19-Mar-75,Bowling Green State University
Erik Daniels,2005,2005,F,8-Jun,80,214,1-Apr-82,University of Kentucky
Lloyd Daniels,1993,1998,G,7-Jun,79,205,4-Sep-67,Mount San Antonio College
Marquis Daniels,2004,2013,G,6-Jun,78,200,7-Jan-81,Auburn University
Troy Daniels,2014,2018,G,4-Jun,76,205,15-Jul-91,Virginia Commonwealth University
Sasha Danilovic,1996,1997,G,5-Jun,77,200,26-Feb-70,
Yinka Dare,1995,1998,C,Jul-00,84,265,10-Oct-72,George Washington University
Luigi Datome,2014,2015,F,8-Jun,80,215,27-Nov-87,
Brad Daugherty,1987,1994,C,Jul-00,84,245,19-Oct-65,University of North Carolina
Kornel David,1999,2001,F,9-Jun,81,235,22-Oct-71,
Jermareo Davidson,2008,2009,F,10-Jun,82,230,15-Nov-84,University of Alabama
Brandon Davies,2014,2015,F,10-Jun,82,240,25-Jul-91,Brigham Young University
Anthony Davis,2013,2018,F,10-Jun,82,253,11-Mar-93,University of Kentucky
Antonio Davis,1994,2006,F,9-Jun,81,215,31-Oct-68,University of Texas at El Paso
Baron Davis,2000,2012,G,3-Jun,75,209,13-Apr-79,"University of California, Los Angeles"
Ben Davis,1997,2000,F,9-Jun,81,240,26-Dec-72,University of Arizona
Brian Davis,1994,1994,F,7-Jun,79,200,21-Jun-70,Duke University
Charles Davis,1982,1990,F,7-Jun,79,215,5-Oct-58,Vanderbilt University
Dale Davis,1992,2007,F,11-Jun,83,230,25-Mar-69,Clemson University
Deyonta Davis,2017,2018,F,11-Jun,83,237,2-Dec-96,Michigan State University
Ed Davis,2011,2018,F,10-Jun,82,240,5-Jun-89,University of North Carolina
Emanual Davis,1997,2003,G,4-Jun,76,195,27-Aug-68,Delaware State University
Glen Davis,2008,2015,F,9-Jun,81,289,1-Jan-86,Louisiana State University
Hubert Davis,1993,2004,G,5-Jun,77,183,17-May-70,University of North Carolina
Josh Davis,2004,2012,F,8-Jun,80,235,10-Aug-80,University of Wyoming
Mark Davis,1989,1989,F,6-Jun,78,195,8-Jun-63,Old Dominion University
Mike Davis,1983,1983,F,10-Jun,82,230,2-Aug-56,University of Maryland
Monti Davis,1981,1981,F,7-Jun,79,205,26-Jul-58,Tennessee State University
Paul Davis,2007,2010,C,11-Jun,83,270,21-Jul-84,Michigan State University
Ricky Davis,1999,2010,G,6-Jun,78,195,23-Sep-79,University of Iowa
Terry Davis,1990,2001,F,9-Jun,81,225,17-Jun-67,Virginia Union University
Andre Dawkins,2015,2015,G,5-Jun,77,215,19-Sep-91,Duke University
Johnny Dawkins,1987,1995,G,2-Jun,74,165,28-Sep-63,Duke University
Paul Dawkins,1980,1980,F,5-Jun,77,190,10-Jun-57,Northern Illinois University
Branden Dawson,2016,2016,F,6-Jun,78,225,1-Feb-93,Michigan State University
Eric Dawson,2012,2012,F,9-Jun,81,250,7-Jul-84,Midwestern State University
Tony Dawson,1991,1995,F,7-Jun,79,215,25-Aug-67,Florida State University
Todd Day,1993,2001,G,6-Jun,78,188,7-Jan-70,University of Arkansas
Austin Daye,2010,2015,F,11-Jun,83,220,5-Jun-88,Gonzaga University
Darren Daye,1984,1988,F,8-Jun,80,220,30-Nov-60,"University of California, Los Angeles"
Nando De Colo,2013,2014,G,5-Jun,77,200,23-Jun-87,
Greg Deane,1980,1980,G,4-Jun,76,190,6-Dec-57,University of Utah
Andrew DeClercq,1996,2005,F,10-Jun,82,230,1-Feb-73,University of Florida
Dewayne Dedmon,2014,2018,C,Jul-00,84,245,12-Aug-89,University of Southern California
Terry Dehere,1994,1999,G,2-Jun,74,190,12-Sep-71,Seton Hall University
Bryce Dejean-Jones,2016,2016,G,6-Jun,78,209,21-Aug-92,Iowa State University
Sam Dekker,2016,2018,F,9-Jun,81,230,6-May-94,University of Wisconsin
Vinny Del Negro,1989,2002,G,4-Jun,76,185,9-Aug-66,North Carolina State University
Malcolm Delaney,2017,2018,G,3-Jun,75,190,11-Mar-89,Virginia Polytechnic Institute and State University
Bison Dele,1992,1999,F,9-Jun,81,235,6-Apr-69,University of Arizona
Carlos Delfino,2005,2013,G,6-Jun,78,230,29-Aug-82,
Tony Delk,1997,2006,G,1-Jun,73,189,28-Jan-74,University of Kentucky
Matthew Dellavedova,2014,2018,G,4-Jun,76,198,8-Sep-90,Saint Mary's College of California
Fennis Dembo,1989,1989,F,5-Jun,77,215,24-Jan-66,University of Wyoming
Larry Demic,1980,1982,F,9-Jun,81,225,27-Jun-57,University of Arizona
Dell Demps,1994,1997,G,3-Jun,75,205,12-Feb-70,University of the Pacific
Luol Deng,2005,2018,F,9-Jun,81,220,16-Apr-85,Duke University
Kenny Dennard,1982,1984,F,8-Jun,80,220,18-Oct-58,Duke University
Justin Dentmon,2012,2013,G,11-May,71,185,5-Sep-85,University of Washington
DeMar DeRozan,2010,2018,G,7-Jun,79,221,7-Aug-89,University of Southern California
Derrick Dial,2000,2004,G,4-Jun,76,184,20-Dec-75,Eastern Michigan University
Cheick Diallo,2017,2018,F,9-Jun,81,220,13-Sep-96,University of Kansas
Boris Diaw,2004,2017,F,8-Jun,80,250,16-Apr-82,
Yakhouba Diawara,2007,2010,G,7-Jun,79,225,29-Aug-82,Pepperdine University
Guillermo Diaz,2008,2008,G,2-Jun,74,192,4-Mar-85,University of Miami
Dan Dickau,2003,2008,G,Jun-00,72,190,16-Sep-78,Gonzaga University
Kaniel Dickens,2004,2008,F,8-Jun,80,215,21-Jul-78,University of Idaho
Michael Dickerson,1999,2003,G,5-Jun,77,190,25-Jun-75,University of Arizona
Travis Diener,2006,2010,G,1-Jun,73,175,1-Mar-82,Marquette University
Gorgui Dieng,2014,2018,C,11-Jun,83,241,18-Jan-90,University of Louisville
Mickey Dillard,1982,1982,G,3-Jun,75,170,15-Oct-58,Florida State University
Byron Dinkins,1990,1991,G,1-Jun,73,170,15-Jun-67,University of North Carolina at Charlotte
Spencer Dinwiddie,2015,2018,G,6-Jun,78,200,6-Apr-93,University of Colorado
Ike Diogu,2006,2012,F,8-Jun,80,250,11-Sep-83,Arizona State University
DeSagana Diop,2002,2013,C,Jul-00,84,300,30-Jan-82,
Vlade Divac,1990,2005,C,1-Jul,85,243,3-Feb-68,
Juan Dixon,2003,2009,G,3-Jun,75,164,9-Oct-78,University of Maryland
Aleksandar Djordjevic,1997,1997,G,2-Jun,74,198,26-Aug-67,
