Player,height,weight,born
Furkan Aldemir,208,238,1991
Kyle Anderson,206,229,1993
Cameron Bairstow,206,249,1990
Jerrelle Benimon,203,245,1991
Sim Bhullar,226,359,1992
Tarik Black,206,249,1991
Bojan Bogdanovic,198,203,1992
Jabari Brown,193,214,1992
Markel Brown,190,183,1974
Bruno Caboclo,206,216,1995
Clint Capela,206,216,1995
Will Cherry,183,183,1991
Patrick Christopher,196,207,1988
Jordan Clarkson,196,192,1992
Jack Cooley,206,258,1991
Bryce Cotton,185,163,1992
Andre Dawkins,196,214,1991
Spencer Dinwiddie,198,198,1993
Zoran Dragic,196,198,1989
Cleanthony Early,203,209,1991
James Ennis,201,209,1990
Tyler Ennis,190,192,1994
Dante Exum,198,190,1995
Tim Frazier,185,170,1990
Langston Galloway,188,198,1991
Aaron Gordon,206,218,1995
Drew Gordon,206,245,1990
Jerami Grant,203,209,1994
Erick Green,193,183,1991
JaMychal Green,206,225,1990
P.J. Hairston,206,225,1990
Gary Harris,193,209,1994
Joe Harris,198,218,1991
Rodney Hood,203,205,1992
Joe Ingles,203,225,1987
Cory Jefferson,206,216,1990
Grant Jerrett,208,234,1993
Nick Johnson,190,201,1992
Tyler Johnson,193,185,1992
Sean Kilpatrick,193,209,1990
Alex Kirk,213,245,1991
Joffrey Lauvergne,211,218,1991
Zach LaVine,196,187,1995
Kalin Lucas,185,194,1989
Devyn Marble,198,198,1992
James Michael,198,198,1992
K.J. McDaniels,198,198,1992
Doug McDermott,203,225,1992
Mitch McGary,208,254,1992
Jerel McNeal,190,198,1987
Elijah Millsap,198,225,1987
Nikola Mirotic,208,218,1991
Eric Moreland,208,236,1991
Shabazz Napier,185,174,1991
Nerlens Noel,211,227,1994
Lucas Nogueira,213,240,1992
Jusuf Nurkic,213,280,1994
Johnny O'Bryant,206,256,1993
Kostas Papanikolaou,203,225,1990
Jabari Parker,203,249,1995
Adreian Payne,208,236,1991
Elfrid Payton,193,183,1994
Dwight Powell,211,238,1991
Julius Randle,206,249,1994
Damjan Rudez,208,227,1986
JaKarr Sampson,211,234,1983
Marcus Smart,193,218,1994
Russ Smith,183,163,1991
Nik Stauskas,198,203,1993
David Stockton,180,163,1991
Jarnell Stokes,206,262,1994
Noah Vonleh,208,238,1995
T.J. Warren,208,238,1995
David Wear,208,229,1990
Travis Wear,208,229,1990
Shayne Whittington,211,249,1991
Andrew Wiggins,203,198,1995
C.J. Wilcox,203,198,1995
James Young,198,214,1995
Cliff Alexander,203,245,1995
Justin Anderson,198,227,1993
Thanasis Antetokounmpo,201,203,1992
Keith Appling,185,183,1992
Nemanja Bjelica,208,238,1988
Devin Booker,198,205,1996
Anthony Brown,206,245,1981
Willie Cauley-Stein,213,238,1993
Rakeem Christmas,206,249,1991
Coty Clarke,201,231,1992
Pat Connaughton,196,205,1993
Branden Dawson,198,225,1993
Bryce Dejean-Jones,198,207,1992
Sam Dekker,206,229,1994
Duje Dukan,206,218,1991
Jarell Eddie,201,216,1991
Cristiano Felicio,208,273,1992
Jerian Grant,203,209,1994
Montrezl Harrell,203,238,1994
Aaron Harrison,198,209,1994
Mario Hezonja,203,214,1995
Darrun Hilliard,198,203,1993
Rondae Hollis-Jefferson,201,218,1995
Richaun Holmes,208,245,1993
Marcelo Huertas,190,198,1983
Josh Huestis,201,229,1991
R.J. Hunter,201,229,1991
Damien Inglis,203,245,1995
Stanley Johnson,203,218,1944
Nikola Jokic,208,249,1995
Tyus Jones,188,194,1996
Frank Kaminsky,213,240,1993
Sasha Kaun,211,258,1985
Kevon Looney,206,218,1996
Trey Lyles,208,234,1995
Boban Marjanovic,221,289,1988
Jarell Martin,208,238,1994
T.J. McConnell,208,238,1994
Chris McCullough,211,198,1995
Jordan McRae,198,183,1991
Salah Mejri,216,245,1986
Jordan Mickey,203,234,1994
Luis Montero,201,183,1993
Emmanuel Mudiay,196,198,1996
Xavier Munford,196,198,1996
Raul Neto,185,179,1992
J.J. O'Brien,185,179,1992
Jahlil Okafor,211,273,1995
Kelly Oubre,201,203,1995
Lamar Patterson,196,225,1991
Cameron Payne,190,183,1994
Tibor Pleiss,221,256,1989
Bobby Portis,211,229,1995
Kristaps Porzingis,221,238,1995
Norman Powell,193,214,1993
Willie Reed,206,234,1942
Josh Richardson,198,198,1993
Terry Rozier,188,190,1994
D'Angelo Russell,188,190,1994
Jonathon Simmons,185,183,1924
Alex Stepheson,208,269,1987
Walter Tavares,221,258,1992
Axel Toupane,201,196,1992
Karl-Anthony Towns,213,243,1995
Myles Turner,211,243,1996
Rashad Vaughn,198,201,1996
Briante Weber,188,163,1992
Alan Williams,198,198,1948
Justise Winslow,201,225,1996
Christian Wood,211,218,1995
Delon Wright,196,183,1992
Joe Young,188,179,1992
Alex Abrines,198,190,1993
Ron Baker,193,218,1993
Wade Baldwin,193,201,1996
Malik Beasley,196,194,1996
DeAndre' Bembry,198,209,1994
Dragan Bender,216,225,1997
Ben Bentil,206,234,1995
Davis Bertans,208,209,1992
Joel Bolomboy,206,234,1994
Malcolm Brogdon,196,214,1992
Jaylen Brown,193,214,1992
Nicolas Brussino,201,194,1993
Marquese Chriss,208,231,1997
Semaj Christon,190,190,1992
Quinn Cook,188,183,1993
Deyonta Davis,211,236,1996
Malcolm Delaney,190,190,1989
Cheick Diallo,206,218,1996
Kris Dunn,193,209,1994
Henry Ellenson,211,245,1997
Joel Embiid,213,249,1994
Kay Felder,175,174,1995
Yogi Ferrell,183,179,1993
Dorian Finney-Smith,203,218,1993
Bryn Forbes,190,190,1993
Patricio Garino,198,209,1993
Michael Gbinije,201,198,1992
Marcus Georges-Hunt,196,214,1994
Jonathan Gibson,188,183,1987
Treveon Graham,198,218,1993
A.J. Hammons,198,218,1993
Andrew Harrison,198,212,1994
Juan Hernangomez,206,229,1995
Willy Hernangomez,211,238,1994
Buddy Hield,193,214,1993
Danuel House,201,205,1993
Brandon Ingram,206,190,1997
Demetrius Jackson,185,201,1994
Pierre Jackson,178,179,1991
Brice Johnson,208,209,1979
Damian Jones,190,183,1976
Derrick Jones,203,220,1990
Mindaugas Kuzminskas,206,214,1989
Skal Labissiere,211,225,1996
Nicolas Laprovittola,193,179,1990
Jake Layman,206,209,1994
Caris LeVert,201,203,1994
Shawn Long,206,254,1993
Timothe Luwawu-Cabarrot,198,203,1995
Thon Maker,216,214,1997
Patrick McCaw,201,183,1995
Sheldon McClellan,196,198,1992
Rodney McGruder,193,203,1991
Dejounte Murray,196,170,1996
Jamal Murray,193,205,1997
Maurice Ndour,206,198,1992
Georges Niang,203,229,1993
David Nwaba,193,207,1993
Daniel Ochefu,211,245,1993
Chinanu Onuaku,208,245,1996
Georgios Papagiannis,216,238,1997
Gary Payton,193,179,1968
Marshall Plumlee,211,245,1990
Jakob Poeltl,213,247,1995
Alex Poythress,201,236,1993
Tim Quarterman,198,194,1994
Chasson Randle,188,183,1993
Malachi Richardson,198,203,1996
Domantas Sabonis,211,238,1996
Dario Saric,208,223,1994
Tomas Satoransky,201,209,1991
Wayne Selden,196,229,1994
Pascal Siakam,206,229,1994
Diamond Stone,211,254,1997
Edy Tavares,211,254,1997
Isaiah Taylor,190,170,1994
Mike Tobey,213,258,1994
Tyler Ulis,178,150,1996
Jarrod Uthoff,206,220,1993
Denzel Valentine,198,212,1993
Fred VanVleet,183,194,1994
Taurean Waller-Prince,183,194,1994
Okaro White,203,203,1992
Isaiah Whitehead,193,212,1995
Troy Williams,198,214,1969
Kyle Wiltjer,208,238,1992
Stephen Zimmerman,213,238,1996
Paul Zipser,203,214,1994
Ivica Zubac,216,265,1997
